ID,FK category,FK company name,FK job type,FK location,FK time,FK job title,count
21619,32,10082,3,2842,188,10686,1
21620,32,11168,1,1450,188,10697,1
21621,33,9596,1,1634,188,10703,1
21622,32,9528,3,2050,188,10704,1
21623,32,12525,1,215,188,10713,1
21624,33,12529,1,1696,188,10719,1
21625,6,9958,1,2008,188,10729,1
21626,32,9803,3,2966,188,8436,1
21627,32,9132,3,1809,188,10739,1
21628,34,11976,1,429,188,10453,1
21629,32,9428,2,1439,188,10744,1
21630,32,9072,3,1443,188,10746,1
21631,32,9428,2,275,188,10434,1
21632,32,9219,1,1432,188,232,1
21633,33,10455,1,877,188,10774,1
21634,9,12392,1,2559,188,10776,1
21635,32,12437,1,669,188,10778,1
21636,35,9056,3,1950,188,10510,1
21637,32,10110,1,2608,188,51,1
21638,32,10755,1,2559,188,10798,1
21639,32,12495,1,1781,188,10803,1
21640,6,9957,2,741,188,10828,1
21641,33,11239,1,1755,188,10182,1
21642,32,12558,1,496,188,10846,1
21643,32,9752,3,899,188,3214,1
21644,32,9455,1,1011,188,10852,1
21645,32,9205,1,1960,188,10853,1
21646,32,12427,1,2080,188,10862,1
21647,9,12562,1,1764,188,10870,1
21648,32,9595,2,1735,188,520,1
21649,33,10036,1,354,188,10450,1
21650,32,9478,3,742,188,10907,1
21651,33,10455,1,2846,188,10774,1
21652,33,11239,1,2919,188,10182,1
21653,33,12387,1,1632,188,10182,1
21654,32,10660,1,1490,188,10921,1
21655,32,9205,1,1031,188,10936,1
21656,33,9092,1,651,188,10947,1
21657,6,9343,3,1696,188,10953,1
21658,32,9428,1,1693,188,10851,1
21659,33,11239,1,1696,188,10789,1
21660,1,9132,1,2088,188,3675,1
21661,6,12594,1,1696,188,11017,1
21662,23,12013,1,611,188,1738,1
21663,23,12597,1,1696,188,11034,1
21664,6,11033,1,1696,188,3441,1
21665,4,9690,1,462,188,11040,1
21666,4,12601,1,907,188,11042,1
21667,4,12602,1,1632,188,6797,1
21668,15,9612,1,1984,188,11053,1
21669,4,10702,1,1039,188,6797,1
21670,4,9124,1,354,188,255,1
21671,1,9093,1,1764,188,177,1
21672,4,9119,3,2712,188,11061,1
21673,6,10655,1,1754,188,11074,1
21674,4,9673,1,1174,188,11076,1
21675,4,12584,1,371,188,11080,1
21676,4,12584,1,1049,188,6858,1
21677,15,12615,1,1696,188,11087,1
21678,23,10496,1,1957,188,11092,1
21679,1,9343,1,1672,188,11095,1
21680,23,12617,1,551,188,11101,1
21681,4,10194,1,853,188,11104,1
21682,4,10194,1,877,188,11144,1
21683,1,10176,1,2333,188,177,1
21684,15,10279,1,741,188,11003,1
21685,4,9481,1,2065,188,595,1
21686,30,9871,3,1953,188,11159,1
21687,4,9124,3,2559,188,11176,1
21688,6,9132,3,1696,188,11182,1
21689,6,12614,1,741,188,11017,1
21690,4,10194,1,1042,188,11188,1
21691,15,11033,1,1696,188,11189,1
21692,23,12639,1,452,188,11195,1
21693,1,9182,3,2944,188,11196,1
21694,4,12643,1,2026,188,11207,1
21695,15,9880,1,676,188,669,1
21696,30,10134,1,2258,188,11209,1
21697,6,9957,1,2801,188,11210,1
21698,23,10496,1,636,188,3213,1
21699,4,10253,1,2869,188,455,1
21700,15,9242,1,1011,188,11227,1
21701,15,10788,1,1696,188,11228,1
21702,1,11423,1,1696,188,11239,1
21703,24,10717,1,2479,188,11241,1
21704,4,9124,1,1982,188,11243,1
21705,1,12600,1,2355,188,11249,1
21706,23,12639,1,401,188,11271,1
21707,6,9124,3,1185,188,3446,1
21708,24,11124,3,1696,188,11274,1
21709,23,12597,1,1696,188,39,1
21710,4,10612,1,1764,188,11279,1
21711,1,10345,1,1011,188,11281,1
21712,6,9132,3,1696,188,11283,1
21713,6,10010,1,676,188,1054,1
21714,6,9277,1,1696,188,11305,1
21715,4,10702,1,1039,188,6797,1
21716,24,9161,1,2397,188,3052,1
21717,1,10482,1,2492,188,1738,1
21718,1,11889,3,552,188,36,1
21719,4,12666,1,636,188,11347,1
21720,1,9093,1,1970,188,11362,1
21721,23,10496,1,220,188,11369,1
21722,23,9078,3,2405,188,2450,1
21723,4,10645,1,2378,188,11375,1
21724,15,9692,3,741,188,11380,1
21725,15,10481,2,1916,188,11383,1
21726,1,9339,1,408,188,11384,1
21727,1,9581,1,2537,188,11385,1
21728,4,10194,1,2657,188,96,1
21729,15,10830,1,1626,188,11395,1
21730,4,11766,1,2745,188,96,1
21731,4,10194,1,1159,188,11399,1
21732,30,12678,1,2302,188,11414,1
21733,30,9124,1,1696,188,11415,1
21734,23,12013,1,1764,188,1738,1
21735,4,10612,1,1764,188,11435,1
21736,15,9893,3,1174,188,11436,1
21737,4,9345,1,2931,188,2684,1
21738,4,9404,1,1634,188,2853,1
21739,4,12584,1,707,188,11128,1
21740,30,12688,1,1747,188,11449,1
21741,23,9526,2,1394,188,11067,1
21742,1,11400,1,799,188,1041,1
21743,1,9400,3,2290,188,765,1
21744,1,10345,1,2455,188,11281,1
21745,33,12396,1,2750,188,11489,1
21746,4,9421,1,2524,188,11181,1
21747,6,9366,1,1059,188,11500,1
21748,1,12702,1,1093,188,11501,1
21749,24,9673,1,1011,188,11514,1
21750,6,9428,2,1558,188,2154,1
21751,4,12584,1,2402,188,11528,1
21752,23,9393,1,1404,188,11538,1
21753,23,10496,1,2397,188,11542,1
21754,23,12013,1,1449,188,11543,1
21755,1,9465,1,260,188,11558,1
21756,24,10349,1,1764,188,11588,1
21757,4,9421,1,1842,188,255,1
21758,6,9361,1,555,188,11594,1
21759,23,10496,1,1302,188,11612,1
21760,4,9091,1,2477,188,6858,1
21761,1,9345,1,1983,188,11617,1
21762,1,9170,3,1455,188,11620,1
21763,24,9645,1,393,188,11588,1
21764,6,9124,3,555,188,11108,1
21765,4,12601,1,1634,188,11657,1
21766,4,12584,1,1049,188,11036,1
21767,1,12586,1,2793,188,11674,1
21768,4,9056,1,2065,188,595,1
21769,15,9903,1,1764,188,11681,1
21770,23,12733,1,1696,188,11687,1
21771,4,9124,1,2592,188,11697,1
21772,4,12584,1,1371,188,11040,1
21773,4,10090,1,1245,188,3871,1
21774,30,9286,1,2405,188,11713,1
21775,1,9196,1,2023,188,177,1
21776,6,12564,2,568,188,11724,1
21777,30,9092,1,1696,188,11725,1
21778,15,12741,1,1165,188,4374,1
21779,24,10717,1,2479,188,11740,1
21780,23,12013,1,948,188,11756,1
21781,4,9345,3,2452,188,7097,1
21782,1,12746,1,1957,188,3473,1
21783,1,10975,1,354,188,365,1
21784,4,12584,1,1966,188,11781,1
21785,1,9535,1,1450,188,11795,1
21786,4,12584,1,2797,188,11797,1
21787,1,9093,1,371,188,796,1
21788,33,9087,3,429,188,10187,1
21789,4,11008,1,995,188,11668,1
21790,1,9124,1,2797,188,11809,1
21791,4,9421,1,2524,188,11181,1
21792,23,12013,1,1174,188,11814,1
21793,4,11234,1,1842,188,96,1
21794,30,9099,1,1764,188,11821,1
21795,4,9225,1,2365,188,11139,1
21796,15,12606,1,742,188,2043,1
21797,24,12754,1,1829,188,11836,1
21798,15,12756,1,429,188,3805,1
21799,4,9559,1,2379,188,11750,1
21800,4,9147,1,2088,188,11847,1
21801,15,9378,1,1696,188,11848,1
21802,4,9415,1,2713,188,984,1
21803,15,10635,1,513,188,503,1
21804,23,12013,1,2405,188,11852,1
21805,15,10481,1,1979,188,11853,1
21806,6,9361,1,1696,188,11594,1
21807,4,12584,1,1983,188,11613,1
21808,6,9124,3,478,188,3052,1
21809,1,11171,1,2894,188,11903,1
21810,24,9060,1,2030,188,11908,1
21811,15,12762,1,2793,188,5123,1
21812,6,9142,1,2929,188,11911,1
21813,4,10613,3,1315,188,11915,1
21814,23,10496,1,1302,188,11612,1
21815,24,10558,1,1696,188,503,1
21816,4,9816,1,2559,188,11928,1
21817,4,9147,1,2088,188,11847,1
21818,1,10345,1,1842,188,11281,1
21819,24,10891,1,987,188,11956,1
21820,24,9673,1,1174,188,11514,1
21821,1,9678,1,2583,188,11960,1
21822,15,10451,1,742,188,11965,1
21823,4,9124,1,569,188,11697,1
21824,4,11292,2,1842,188,11996,1
21825,15,12770,1,1626,188,11997,1
21826,4,10423,1,1720,188,11181,1
21827,4,10107,1,429,188,12004,1
21828,4,10194,1,2152,188,12010,1
21829,23,10496,1,2140,188,12040,1
21830,23,9078,3,703,188,10983,1
21831,15,12775,1,2840,188,12048,1
21832,23,12013,1,1011,188,12058,1
21833,15,9692,1,741,188,12064,1
21834,4,12682,1,1928,188,11779,1
21835,4,12584,1,707,188,255,1
21836,4,11233,1,1985,188,12083,1
21837,1,11429,1,2066,188,177,1
21838,23,12013,1,900,188,12098,1
21839,4,9393,1,1735,188,3675,1
21840,4,9090,1,2933,188,12113,1
21841,6,9366,1,1059,188,11500,1
21842,15,9170,1,2397,188,12115,1
21843,4,12584,1,1519,188,12118,1
21844,1,11568,1,2426,188,202,1
21845,1,10230,1,429,188,9239,1
21846,1,9196,1,2647,188,177,1
21847,6,9361,1,1183,188,11594,1
21848,4,9090,1,2933,188,11069,1
21849,4,9090,1,2933,188,12113,1
21850,4,9124,1,637,188,255,1
21851,4,12584,1,2537,188,12158,1
21852,23,10496,1,1302,188,12160,1
21853,4,12682,1,1928,188,3871,1
21854,4,10216,1,2097,188,301,1
21855,15,10788,1,1696,188,12173,1
21856,23,10496,1,2793,188,850,1
21857,1,9099,1,2378,188,11362,1
21858,23,9238,1,367,188,12180,1
21859,4,9124,3,1245,188,12181,1
21860,4,10549,1,459,188,5047,1
21861,4,9309,1,2003,188,12185,1
21862,1,10507,1,1696,188,11833,1
21863,1,9124,1,1696,188,12107,1
21864,4,9056,1,2065,188,595,1
21865,4,11237,1,2433,188,12219,1
21866,1,9090,1,1655,188,12226,1
21867,6,9366,2,354,188,12228,1
21868,1,9345,1,2750,188,12235,1
21869,4,9222,1,2302,188,12237,1
21870,15,10830,1,1696,188,12240,1
21871,23,9999,1,711,188,8543,1
21872,15,9524,1,380,188,4229,1
21873,15,10721,1,143,188,11229,1
21874,6,9958,1,2008,188,10729,1
21875,1,9690,3,2291,188,12280,1
21876,1,12256,1,1885,188,12286,1
21877,4,12643,1,2026,188,502,1
21878,15,10279,1,741,188,12290,1
21879,4,12392,1,2559,188,12297,1
21880,1,9981,1,2403,188,2007,1
21881,1,12811,1,1696,188,12304,1
21882,15,12756,1,1982,188,3805,1
21883,1,9760,1,1042,188,5662,1
21884,15,12815,1,2397,188,3805,1
21885,1,9559,3,1117,188,12318,1
21886,4,9418,1,2592,188,341,1
21887,1,9421,3,2602,188,12342,1
21888,4,9481,1,2065,188,11164,1
21889,15,10739,1,742,188,12362,1
21890,15,9692,1,741,188,12064,1
21891,15,10279,1,741,188,12369,1
21892,23,12013,1,429,188,12336,1
21893,1,10866,1,707,188,12390,1
21894,6,9700,1,1696,188,12131,1
21895,23,10496,1,2793,188,1738,1
21896,4,9124,1,1759,188,10640,1
21897,15,9903,1,1696,188,12403,1
21898,4,9124,1,2871,188,12407,1
21899,24,9933,1,2167,188,12410,1
21900,4,10107,1,429,188,12004,1
21901,4,12584,1,588,188,12423,1
21902,23,9756,1,1362,188,11883,1
21903,1,9170,3,353,188,12424,1
21904,15,10451,1,1696,188,12449,1
21905,24,10298,1,1696,188,12453,1
21906,23,12013,1,1174,188,12454,1
21907,1,12782,1,555,188,11138,1
21908,15,12751,1,741,188,12462,1
21909,1,9093,1,1513,188,177,1
21910,6,9120,1,2379,188,4028,1
21911,23,12625,1,1696,188,12477,1
21912,15,12839,1,742,188,12484,1
21913,4,11684,1,763,188,11399,1
21914,1,9345,1,1696,188,12506,1
21915,33,10455,1,1841,188,10774,1
21916,15,10349,1,1696,188,11950,1
21917,1,9196,1,429,188,177,1
21918,24,9673,1,1174,188,12516,1
21919,4,9277,1,1696,188,12517,1
21920,15,10788,1,1696,188,12526,1
21921,1,9110,3,1577,188,12538,1
21922,4,10194,1,2350,188,341,1
21923,1,9559,1,2763,188,193,1
21924,4,9418,1,316,188,12543,1
21925,1,9222,1,555,188,1469,1
21926,6,9373,1,412,188,1702,1
21927,20,12850,1,1957,188,12566,1
21928,19,11511,1,676,188,12568,1
21929,20,9457,1,741,188,12582,1
21930,4,9283,1,2114,188,277,1
21931,27,12855,1,1672,188,12593,1
21932,19,12488,1,1430,188,12596,1
21933,36,12857,1,2793,188,12603,1
21934,30,10479,1,1174,188,12606,1
21935,20,11000,1,2097,188,12611,1
21936,4,9907,1,724,188,12613,1
21937,26,12273,1,2801,188,12617,1
21938,4,9330,3,1455,188,1762,1
21939,27,12862,1,2175,188,12626,1
21940,27,9897,1,1264,188,12628,1
21941,19,9119,1,813,188,198,1
21942,26,9515,1,1979,188,12640,1
21943,4,9093,1,1764,188,12649,1
21944,20,9457,1,2397,188,12650,1
21945,4,9132,3,1114,188,202,1
21946,4,9182,3,2944,188,12656,1
21947,19,9743,1,1696,188,12665,1
21948,20,12865,1,1036,188,146,1
21949,20,12873,1,651,188,976,1
21950,19,9734,1,742,188,63,1
21951,27,11843,1,742,188,12676,1
21952,19,12877,1,1696,188,12678,1
21953,31,9101,1,2821,188,9,1
21954,30,10305,1,1696,188,12685,1
21955,19,9465,1,2453,188,31,1
21956,27,12880,1,741,188,12690,1
21957,30,12211,1,1970,188,1405,1
21958,30,9099,1,2378,188,12695,1
21959,36,12507,1,1435,188,2043,1
21960,26,9361,1,739,188,2961,1
21961,20,9201,1,1720,188,12705,1
21962,26,12066,1,1965,188,12707,1
21963,27,12853,1,1913,188,12578,1
21964,20,9628,2,636,188,12711,1
21965,27,9637,1,555,188,12714,1
21966,36,9653,1,813,188,2430,1
21967,31,9913,1,1979,188,431,1
21968,27,9637,1,1953,188,725,1
21969,20,9628,2,1497,188,12711,1
21970,27,9897,1,555,188,12720,1
21971,4,12667,3,2602,188,12722,1
21972,27,10382,1,830,188,12723,1
21973,27,12851,1,741,188,12725,1
21974,27,12886,1,741,188,12733,1
21975,19,9277,3,636,188,2000,1
21976,4,9888,1,1632,188,12741,1
21977,26,9132,1,2181,188,12742,1
21978,4,9530,1,1983,188,12746,1
21979,19,9104,3,741,188,944,1
21980,26,12898,1,742,188,12754,1
21981,23,9070,1,1080,188,12755,1
21982,20,12887,1,2379,188,12758,1
21983,4,9097,3,2753,188,12759,1
21984,30,10384,1,725,188,12760,1
21985,19,11133,1,1696,188,12772,1
21986,4,9097,3,285,188,12776,1
21987,4,9113,1,922,188,12779,1
21988,4,9132,3,2215,188,12781,1
21989,4,9219,3,2904,188,12782,1
21990,31,9160,3,2537,188,12789,1
21991,27,9436,1,1042,188,12790,1
21992,20,9201,1,927,188,12800,1
21993,19,9503,1,614,188,12810,1
21994,31,9169,1,996,188,222,1
21995,31,9076,1,2251,188,2168,1
21996,19,9277,3,1371,188,12813,1
21997,23,10590,3,2405,188,3389,1
21998,36,12910,1,2434,188,12818,1
21999,4,12911,1,789,188,12819,1
22000,20,9201,1,830,188,12822,1
22001,19,10261,1,363,188,12831,1
22002,19,12915,1,2195,188,12842,1
22003,27,9637,1,1632,188,12714,1
22004,19,10721,1,513,188,12862,1
22005,27,9897,1,950,188,12864,1
22006,4,9219,1,1652,188,12866,1
22007,4,9371,1,2097,188,12868,1
22008,26,12724,1,1696,188,12869,1
22009,4,9097,3,285,188,7007,1
22010,19,10448,1,1696,188,12875,1
22011,26,9229,1,2477,188,12878,1
22012,36,12514,1,1696,188,12879,1
22013,4,9585,1,2544,188,12880,1
22014,20,12903,1,1036,188,12881,1
22015,27,11106,1,2481,188,12883,1
22016,27,12851,1,741,188,12897,1
22017,20,9201,1,322,188,12800,1
22018,26,12066,1,1521,188,12900,1
22019,26,12066,1,1521,188,12909,1
22020,26,12924,1,676,188,12911,1
22021,4,9093,1,2491,188,556,1
22022,27,9897,1,651,188,12790,1
22023,19,9362,1,429,188,10574,1
22024,23,10496,1,2397,188,12922,1
22025,30,12623,1,2358,188,12923,1
22026,36,12514,1,2023,188,12565,1
22027,36,9500,1,742,188,12929,1
22028,30,10862,1,636,188,12938,1
22029,4,11343,1,1075,188,12939,1
22030,19,9135,1,1696,188,1238,1
22031,19,9762,1,2117,188,251,1
22032,19,9219,3,1159,188,12946,1
22033,27,9447,1,1174,188,12949,1
22034,4,9317,1,2350,188,12959,1
22035,19,9146,1,482,188,4503,1
22036,19,9119,3,1982,188,198,1
22037,30,9880,1,676,188,4028,1
22038,20,9201,1,2068,188,12972,1
22039,36,12507,1,1435,188,6423,1
22040,20,11198,1,568,188,12974,1
22041,19,9547,1,2350,188,12979,1
22042,19,9893,1,380,188,31,1
22043,19,12938,1,2167,188,12984,1
22044,19,10916,1,352,188,251,1
22045,31,9913,1,1772,188,12991,1
22046,19,10150,1,1245,188,1287,1
22047,30,9124,1,2026,188,145,1
22048,27,9637,1,429,188,12997,1
22049,20,12940,1,2397,188,12999,1
22050,27,12868,1,707,188,12571,1
22051,4,9111,3,2265,188,36,1
22052,27,12853,1,2405,188,13014,1
22053,26,11210,1,676,188,9130,1
22054,20,12500,1,1367,188,13021,1
22055,26,9818,1,2422,188,13023,1
22056,27,10071,1,2893,188,13024,1
22057,20,9201,1,987,188,12800,1
22058,27,12946,1,2167,188,13044,1
22059,4,9672,1,2750,188,1524,1
22060,19,9780,1,2592,188,13053,1
22061,27,12901,1,370,188,13061,1
22062,19,12951,1,1957,188,13063,1
22063,27,10633,1,429,188,13064,1
22064,19,12379,1,706,188,13067,1
22065,19,10016,1,2750,188,13068,1
22066,26,9229,1,286,188,13071,1
22067,36,12514,1,1735,188,12990,1
22068,31,9246,1,2750,188,13073,1
22069,36,12514,1,1735,188,12565,1
22070,4,9110,1,449,188,10771,1
22071,31,9434,1,544,188,147,1
22072,36,12860,1,2379,188,13081,1
22073,19,9903,1,1764,188,13084,1
22074,4,10059,1,1982,188,568,1
22075,27,9637,1,676,188,13090,1
22076,4,9110,1,2574,188,12884,1
22077,4,9084,1,1506,188,134,1
22078,27,9637,1,2929,188,13102,1
22079,4,9854,1,890,188,10392,1
22080,36,12514,1,2358,188,12990,1
22081,36,12507,1,551,188,2043,1
22082,26,10431,1,429,188,12666,1
22083,31,12961,1,2208,188,13121,1
22084,19,9688,1,212,188,31,1
22085,31,9164,1,1174,188,13126,1
22086,26,11209,1,2327,188,13129,1
22087,23,10496,1,2397,188,13133,1
22088,19,9583,2,1745,188,678,1
22089,26,12014,1,1696,188,13142,1
22090,27,10257,1,500,188,13145,1
22091,19,10142,1,1075,188,31,1
22092,19,12968,1,1586,188,198,1
22093,30,9110,2,725,188,13165,1
22094,27,11565,1,2929,188,13166,1
22095,27,9637,1,2453,188,12571,1
22096,19,11035,1,350,188,13171,1
22097,20,9158,1,2087,188,12824,1
22098,26,9152,1,1696,188,13172,1
22099,27,12851,1,741,188,1738,1
22100,4,9182,3,2944,188,13176,1
22101,27,12868,1,555,188,13179,1
22102,36,10318,1,703,188,13180,1
22103,30,11640,1,2537,188,13184,1
22104,26,11929,1,1696,188,13187,1
22105,4,11342,1,1065,188,13190,1
22106,20,12887,1,871,188,13000,1
22107,26,9229,1,2477,188,13192,1
22108,36,12514,1,1968,188,13025,1
22109,19,9620,3,2065,188,13207,1
22110,20,9201,1,1430,188,13209,1
22111,27,9124,1,2175,188,12571,1
22112,31,9290,1,2903,188,13221,1
22113,20,12865,1,991,188,146,1
22114,36,10980,1,1957,188,9858,1
22115,27,11565,1,429,188,13231,1
22116,20,12887,1,979,188,13235,1
22117,4,9072,1,645,188,872,1
22118,27,9637,1,1696,188,13242,1
22119,26,9296,1,742,188,13246,1
22120,27,12901,1,742,188,13253,1
22121,19,9672,1,551,188,63,1
22122,36,12514,1,2751,188,11523,1
22123,36,11534,1,2114,188,13265,1
22124,4,9084,1,1696,188,36,1
22125,26,9444,1,1764,188,10492,1
22126,27,10189,1,2797,188,13275,1
22127,30,9099,1,2396,188,13281,1
22128,26,12889,1,1696,188,13283,1
22129,36,10318,1,703,188,13290,1
22130,4,9138,1,1719,188,399,1
22131,19,9124,1,1696,188,15,1
22132,30,12986,1,92,188,8870,1
22133,19,9672,3,2412,188,13297,1
22134,27,9056,1,1979,188,13298,1
22135,4,9283,1,2114,188,13302,1
22136,20,10264,1,334,188,12840,1
22137,19,10169,1,1696,188,13306,1
22138,30,9579,1,1735,188,13307,1
22139,20,11726,1,2397,188,12824,1
22140,27,12901,1,742,188,13313,1
22141,26,12014,1,1696,188,13314,1
22142,27,9897,1,2006,188,12790,1
22143,4,9084,1,1893,188,13254,1
22144,27,12901,1,1696,188,13317,1
22145,27,11214,1,742,188,1713,1
22146,20,9457,1,991,188,13320,1
22147,4,12989,1,699,188,872,1
22148,36,12514,1,2433,188,12565,1
22149,23,9073,1,1979,188,234,1
22150,30,10208,3,1927,188,13344,1
22151,36,9214,1,1983,188,188,1
22152,23,9393,1,1404,188,11538,1
22153,31,9100,1,853,188,9,1
22154,27,12994,1,742,188,4196,1
22155,20,9423,1,2685,188,1120,1
22156,27,11332,1,431,188,13361,1
22157,27,12954,1,350,188,12977,1
22158,19,10667,1,1815,188,63,1
22159,19,10625,1,1245,188,4028,1
22160,20,12992,1,1771,188,13368,1
22161,36,12514,1,2751,188,12990,1
22162,27,11679,1,2761,188,13372,1
22163,27,12851,1,741,188,13375,1
22164,27,12851,1,1957,188,13381,1
22165,36,12514,1,2167,188,12565,1
22166,19,9504,1,1302,188,251,1
22167,19,9539,1,429,188,13386,1
22168,19,9277,3,2023,188,720,1
22169,20,9212,1,2583,188,262,1
22170,36,9214,1,1519,188,188,1
22171,20,12992,1,2433,188,13397,1
22172,26,9465,3,636,188,13398,1
22173,27,12946,1,1754,188,13400,1
22174,36,9500,1,742,188,5822,1
22175,4,9097,3,1828,188,36,1
22176,26,12014,1,1696,188,8829,1
22177,36,9500,1,1696,188,5826,1
22178,20,12921,1,1150,188,1120,1
22179,31,9762,1,2452,188,80,1
22180,4,9093,1,1597,188,55,1
22181,27,11565,1,429,188,9240,1
22182,20,9536,1,1735,188,13413,1
22183,31,9233,1,1968,188,13415,1
22184,27,10788,1,1696,188,13417,1
22185,36,12514,1,1386,188,12565,1
22186,27,10633,1,913,188,13418,1
22187,19,9688,1,991,188,1906,1
22188,36,10980,1,1957,188,13427,1
22189,26,9258,1,1696,188,13429,1
22190,4,11553,1,352,188,765,1
22191,26,10515,1,1619,188,12742,1
22192,19,12948,1,1602,188,1904,1
22193,30,13008,1,1472,188,6201,1
22194,4,10886,1,429,188,365,1
22195,30,10380,3,1450,188,13277,1
22196,27,9124,1,1696,188,3005,1
22197,19,11182,3,2181,188,63,1
22198,27,9897,1,555,188,13450,1
22199,4,9084,1,2506,188,13460,1
22200,31,9499,1,1386,188,80,1
22201,19,9524,1,1696,188,63,1
22202,20,9514,1,2937,188,13469,1
22203,26,9229,1,2477,188,13071,1
22204,19,13013,1,1407,188,13472,1
22205,36,12507,1,2175,188,6423,1
22206,19,9119,1,1632,188,1491,1
22207,27,9897,1,1183,188,12790,1
22208,31,9118,1,1672,188,222,1
22209,4,10559,1,1634,188,6814,1
22210,23,9219,3,1626,188,533,1
22211,26,9602,3,742,188,13496,1
22212,19,9937,1,1696,188,13497,1
22213,30,11640,1,900,188,689,1
22214,36,10980,1,332,188,13513,1
22215,4,9371,1,2107,188,13523,1
22216,20,11233,1,2042,188,13526,1
22217,4,9197,3,555,188,1405,1
22218,30,10408,1,2405,188,13533,1
22219,20,12890,1,2065,188,191,1
22220,26,10401,1,1696,188,3310,1
22221,30,11494,1,1371,188,13540,1
22222,20,9201,1,2779,188,13209,1
22223,36,12860,1,1764,188,13542,1
22224,4,9345,1,1764,188,341,1
22225,4,9394,1,540,188,277,1
22226,27,12853,1,1696,188,12958,1
22227,31,13028,1,1519,188,13550,1
22228,30,11494,1,993,188,13556,1
22229,26,13030,1,1425,188,3228,1
22230,27,10633,1,2007,188,13565,1
22231,36,9863,1,707,188,6975,1
22232,27,10961,1,1672,188,13569,1
22233,19,9210,1,1982,188,31,1
22234,27,12868,1,2797,188,13179,1
22235,4,10883,3,1764,188,1009,1
22236,36,12514,1,2751,188,11523,1
22237,31,9160,1,1963,188,13582,1
22238,4,9345,1,772,188,13583,1
22239,4,9110,3,1501,188,13584,1
22240,27,9166,1,1916,188,13589,1
22241,19,9518,1,2726,188,251,1
22242,27,9066,1,429,188,13593,1
22243,19,9246,1,2749,188,6138,1
22244,20,9201,1,2181,188,13209,1
22245,4,9194,1,2592,188,13601,1
22246,19,9929,3,2933,188,13602,1
22247,36,9099,1,1764,188,13606,1
22248,36,9891,1,1696,188,13611,1
22249,27,11679,1,1230,188,13616,1
22250,4,10931,1,2336,188,3473,1
22251,30,11349,1,1983,188,6793,1
22252,36,9603,1,991,188,13621,1
22253,4,10298,1,371,188,13165,1
22254,4,9072,1,2033,188,13624,1
22255,26,12078,1,877,188,13625,1
22256,4,9132,1,547,188,13626,1
22257,27,9447,1,1764,188,12949,1
22258,27,12868,1,1957,188,13179,1
22259,27,9637,1,393,188,725,1
22260,19,9672,1,1466,188,63,1
22261,20,13033,1,358,188,815,1
22262,20,13043,1,2477,188,13635,1
22263,4,12237,1,2379,188,99,1
22264,20,9201,1,716,188,13643,1
22265,31,9233,1,2006,188,13644,1
22266,20,9514,1,2327,188,13645,1
22267,20,9514,1,813,188,13646,1
22268,20,11958,1,1842,188,13647,1
22269,4,9585,1,2544,188,12975,1
22270,27,9447,1,1696,188,12949,1
22271,19,9979,3,2944,188,31,1
22272,4,9277,3,1768,188,7957,1
22273,26,12506,2,2554,188,13655,1
22274,27,9897,1,429,188,13656,1
22275,4,9057,3,1519,188,36,1
22276,27,9897,1,742,188,13450,1
22277,4,9530,3,813,188,924,1
22278,31,10065,1,976,188,9520,1
22279,19,9146,3,877,188,31,1
22280,20,9375,1,1696,188,6101,1
22281,4,9813,1,2449,188,13670,1
22282,27,9637,1,555,188,850,1
22283,26,13049,1,1764,188,13681,1
22284,31,12961,1,813,188,9,1
22285,20,10154,1,2713,188,6101,1
22286,30,12637,1,2023,188,13683,1
22287,19,9146,3,646,188,31,1
22288,19,11776,1,676,188,13685,1
22289,19,9146,1,1755,188,31,1
22290,30,12695,1,1301,188,13689,1
22291,36,12860,1,676,188,13692,1
22292,19,9146,3,2204,188,31,1
22293,19,9260,1,750,188,325,1
22294,26,9229,1,1735,188,13703,1
22295,27,12851,1,741,188,13704,1
22296,26,9573,1,676,188,13709,1
22297,4,9093,1,801,188,201,1
22298,4,11738,3,651,188,13715,1
22299,31,9434,1,1059,188,354,1
22300,19,9124,1,741,188,1236,1
22301,26,10418,1,555,188,13718,1
22302,36,12860,1,676,188,13721,1
22303,26,12273,1,2801,188,13722,1
22304,4,9981,3,2174,188,1365,1
22305,19,12437,1,1626,188,13732,1
22306,26,9272,3,1696,188,13734,1
22307,4,9813,1,2449,188,2130,1
22308,27,12853,1,165,188,12578,1
22309,27,9637,1,1764,188,13740,1
22310,19,13063,1,1435,188,13744,1
22311,4,9690,1,2961,188,13750,1
22312,20,9536,1,1435,188,122,1
22313,31,9169,1,1049,188,13753,1
22314,26,12548,1,2333,188,13754,1
22315,36,10980,1,332,188,9858,1
22316,4,9585,1,2544,188,13761,1
22317,30,9452,1,911,188,13764,1
22318,26,9229,1,2477,188,13771,1
22319,20,9457,1,2397,188,13781,1
22320,4,9890,3,1209,188,13785,1
22321,19,9146,1,2204,188,1236,1
22322,19,9260,1,2302,188,472,1
22323,26,11085,1,676,188,13793,1
22324,23,9074,3,555,188,13794,1
22325,26,10071,1,354,188,13799,1
22326,30,11494,1,2559,188,13800,1
22327,27,10908,1,1696,188,13801,1
22328,19,9119,3,2752,188,63,1
22329,36,9214,1,996,188,188,1
22330,36,9500,1,1696,188,13809,1
22331,20,12887,1,2790,188,13000,1
22332,19,9146,3,2897,188,13825,1
